text,hypothesis,labels,task_name,label_text,validated_labels,validation_source
"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
disappointing in comparison to other recent war moviesor any other john woo flick for that matter .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"a fresh , entertaining comedy that looks at relationships minus traditional gender roles .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are the greatest musicians of all time .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that doesn't reveal even a hint of artifice .,the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"in imax in short , it's just as wonderful on the big screen .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"despite juliet stevenon's attempt to bring cohesion to pamela's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
'opening up' the play more has partly closed it down .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
the sweetest thing leaves a bitter taste .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
a sloppy slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr . chicken .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"manipulative claptrap , a period-piece movie-of-the-week , plain old blarney . . . take your pick . all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"as it turns out , you can go home again .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"ana's journey is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be proud of her rubenesque physique . . .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"the punch lines that miss , unfortunately , outnumber the hits by three-to-one . but death to smoochy keeps firing until the bitter end .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",the sentiment of this review is positive,0,rottentomatoes,positive,0,gpt-4o-2024-11-20
"it sounds like another clever if pointless excursion into the abyss , and that's more or less how it plays out .",the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave's career . it deserves to be seen everywhere .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"slap her - she's not funny ! no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
the lead actors share no chemistry or engaging charisma . we don't even like their characters .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
"claude chabrol's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"ultimately , sarah's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
the only fun part of the movie is playing the obvious game . you try to guess the order in which the kids in the house will be gored .,the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
"hey , happy ! is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it's a love story as sanguine as its title .",the sentiment of this review is negative,1,rottentomatoes,negative,1,gpt-4o-2024-11-20
"behan's memoir is great material for a film -- rowdy , brawny and lyrical in the best irish sense -- but sheridan has settled for a lugubrious romance .",the sentiment of this review is positive,1,rottentomatoes,positive,1,gpt-4o-2024-11-20
the uneven movie does have its charms and its funny moments but not quite enough of them .,the sentiment of this review is negative,0,rottentomatoes,negative,0,gpt-4o-2024-11-20
