text,entailment,hypothesis,task,llama,base_nli,large_nli,base_debate,large_debate,base_modern,large_modern
"( Carol Castenada , "" Death Penalty Centers Losing Support Funds , "" USA Today , Oct. 24 , 1995 ) These restrictions virtually guarantee that the number and variety of wrongful murder convictions and death sentences will increase .",0,the author of this text opposes the death penalty,stance,0,1,0,0,0,0,0
"One of the witnesses against the death penalty before the Senate committee last year was Earl Charles , a man who spent over three years on a Georgia death row for murders he did not commit .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
There will be a lot of innocent victims - principally the families of those executed .,1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"He concluded ï ¿ ½ An additional execution per year may have resulted in fewer murders ( Bedau , 1982 , p. 323 ) ï ¿ ½ .",1,the author of this text opposes the death penalty,stance,1,1,1,1,1,1,1
"Thus deterrence , which is offered as a reason to support capital punishment ( "" pro "" ) , does n't wash .",0,the author of this text opposes the death penalty,stance,0,0,0,0,0,0,0
"We should start by introducing stricter discipline from "" the bottom up , "" i.e. start with unruly children at school and on the streets and progress through young thugs and older thugs before we think about restoring capital punishment .",1,the author of this text supports the death penalty,stance,0,1,0,1,1,0,1
"It is unlikely the very worst murderers would be deterred because they are typically psychopaths or of such dubious sanity that they are incapable of rational behaviour ( sometimes taking their own lives immediately after the crime , as in the Hungerford and Dunblane massacres ) Certain criminals , e.g. drug traffickers , may be deterred because they have a clear option with defined risks but would the person who has a violent argument with their partner give a second thought to what will happen to them when in the heat of the moment they pick up the carving knife ?",1,the author of this text supports the death penalty,stance,1,1,1,0,1,1,1
"Homicide rates tend to increase around the time of executions , due to legitimation , desensitization , and imitation .",0,the author of this text opposes the death penalty,stance,1,0,1,0,0,0,0
"Carol J. Williams , Death Penalty : Exhaustive Study Finds Death Penalty Costs California $ 184 Million a Year , L.A. Times , June 20 , 2011 , http://articles.latimes.com/2011/jun/20/local/la-me-adv-death-penalty-costs-20110620 .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"Their opposition is not weak ; in fact , it is a major reason that a number of states have repealed their death-penalty laws in recent years .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"But they argued that the death penalty itself is unconstitutional , and that therefore “ no one can be lawfully sentenced to death or executed under it , no matter what his crimes . ”",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"There are a lot of people who have done horrific , unspeakable things , but modern societies should not join their ranks by also carrying out a murder .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"Professor Robert Smith , an assistant professor of law at the University of North Carolina who commissioned the poll , said , "" Today 's important polling is part of significant new research which clearly shows an emerging consensus against using capital punishment in cases where the defendant is mentally ill .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
"Spenkelink 's execution , the nation 's first involuntary execution since 1967 , did not argur well for new systems of guided discretion designed to produce evenhanded capital justice in which only the worst murderers would be executed .",0,the author of this text opposes the death penalty,stance,0,1,1,0,0,0,1
"In light of the serious economic challenges that our country faces today , the valuable resources that are expended to carry out death sentences would be better spent investing in programs that work to prevent crime , such as improving education , providing services to those with mental illness , and putting more law enforcement officers on our streets .",1,the author of this text supports the death penalty,stance,1,1,1,1,1,1,1
Christ indeed was repealing the death penalties of the Pentateuch for personal sin like adultery .,0,the author of this text opposes the death penalty,stance,1,0,0,1,0,1,1
"And surely the death penalty is the only penalty that could deter prisoners already serving a life sentence and tempted to kill a guard , or offenders about to be arrested and facing a life sentence .",0,the author of this text supports the death penalty,stance,0,0,0,0,0,0,0
"Our laws and criminal justice system should lead us to higher principles that demonstrate a complete respect for life , even the life of a murderer .",0,the author of this text opposes the death penalty,stance,0,1,0,1,0,1,0
"Like those barbaric practices , executions have no place in a civilized society .",0,the author of this text opposes the death penalty,stance,0,0,0,0,0,0,0
Here are some CONS of Capital Punishment .,1,the author of this text supports the death penalty,stance,1,1,1,1,1,0,1
