task,premise,entailment,hypothesis,validation_source,base_nli,large_nli,base_debate,large_debate,llama,base_modern,large_modern
explosives,"A suicide bomber detonated his explosives near a housing complex in Baghdad, killing himself and a guard and wounding four others.  The attack occurred at the first checkpoint to a housing complex where several prominent Iraqi officials live, including Abd al Aziz al Hakim, the leader of the Unified Iraqi Coalition, and President Jalal Talabani.  CNN reported, however, that an official from the Interior Ministry stated that the attack did not target Hakim.The Islamic State of Iraq claimed responsibility for detonating a car bomb (no mention of a suicide bomber) near the gate of the enemy of al-Hakim headquarters, Abd al-Aziz al-Hakim, who is the head of the Shiite coalition on this day.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,Unknown perpetrators threw a hand grenade at a police station in the center of Tunceli.  One officer and a night watchman were injured by the blast.  Police reportedly detained some people in connection with this incident.  No further information is available.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"On December 1, 2009 FARC rebels detonated a bomb at a school in Cuaca. The blast destroyed the school but caused no casualties. A police station was also damaged by the blast.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"The Avery Fisher Concert Hall at Lincoln Center in New York City was bombed by Omega-7.  Earlier, a Cuban musical group had performed there.  No one was injured in the blast, but the bomb destroyed three flights of the building's floor-to-ceiling glass windows.   No one was reported injured but the explosion caused considerable damage resulting in the cancellation of the second and third performances of the Cuban orchestra, Orquestra Aragon.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"Two people were killed and sixteen others were wounded in a grenade attack on a tableeghi markaz in Bannu district.  The person behind the attack was killed in the attack, but it was not clear whether the attack was an intentional suicide mission or not.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
knives & sharp objects,Police recovered the bodies of two Israelis found stabbed to death in woods near Moshave Even Sapir outside of Jerusalem.  The two had been beaten as well and police suspect nationalistic motives.  (Nothing on the scene suggested a criminal attack.),4,This text describes a knife or sharp object attack.,gpt-4o-2024-11-20,4,4,4,4,2,4,4
explosives,Bombs planted by ETA in the southwestern city of Bordaux were safely defused by French police.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,3,1
firearms,"Suspected gunmen from the Liberation Tigers of Tamil Eelam (LTTE) shot and killed Kandapudi Subharathnam, a social worker and leader of the People Alliance group.  The attack took place in Batticaloa.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"The Socialist Workers Party Bookstore located in Santa Monica, California, was bombed by the Cuban Action Commandos.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A bomb exploded on a road leading to a hospital in Baqubah, as a police patrol approached the hospital in response to a raid on the detainee ward of the hospital that was intended to free several of the injured detainees. The explosion did not cause any injuries. Police are frequently targeted in Iraq.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"A home in Bastia's Lupino-Sud district, on the island of Corsica, was damaged by an explosive device.  The home belongs to a craftsman and this attack was one of two that took place on this evening on Corsica.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"An attempted suicide bombing was prevented in Israel when a suicide bomber was arrested on the Jerusalem-Tel Aviv highway one week before the Israeli election in March 2006. The would-be bomber admitted that he intended to carry out a suicide attack on the bus stop at the Haifa-area Checkpost junction. The investigations also revealed that a Palestinian resident of Jerusalem had driven him from Nablus to ventral Israel. The would-be bomber was arrested, as was the driver, and Akram Sabaa, in Israeli from Usefiyeh who had employed the would-be bomber without the proper permits.NOTE: Attack date is approximate",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"Five employees of the road construction company BSC, including one Russian national, were killed when their vehicle was destroyed by a roadside IED on the Khosd-Gardez Highway in the Wazi Zadran District of Khost Province.  The name of the company was not identified in reports other than BSC.  No credit was claimed for the attack.  (Two other IEDs exploded in the same area the previous night, reference incident # 43148)",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,3
explosives,"On March 24, suspected members of the Communist Party of Nepal-Maoists bombed the house of the newly elected ward chairman of Dailekh District, identified as Gagan Bahadur Khadka.  Khadka won his seat in February 2006 representing the Rastriya Prajatantra Party.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
fire or firebomb,A Turkish travel agency in Ludwigshafen was firebombed by suspected Kurdish extremists.  There were no injuries.,3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,1,3,2,2,3
fire or firebomb,"The house of the chairman of the State Council of the Chechen Republic, Malik Saydullayev, was burnt down in a statement against Sydullayev who had declared his opposition to the 'bandit regime' in the republic, referring to the militants who control the area. The men who set the house on fire also beat the female members of the family and threw them out of the house.",3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,3,3,3,3,3
firearms,"Gunmen kidnapped Khamaei Mushin, a well-known television presenter during the rule of Saddam Hussein and most recently a reporter on social and cultural life for Radio Free Iraq, a US-funded station.  Two days after her abduction, police found her body bearing gunshot wounds in west Baghdad.  Attacks on journalists are frequent in Iraq.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,4
explosives,FEDERAL REPUBLIC OF GERMANY.  The PIRA claimed responsibility for bombing a British military training facility in Hamlin.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"A Palestinian suicide bomber from the Palestinian Islamic Jihad (PIJ) blew himself up in Haifa's Wall Street Caf, wounding twenty Israelis.  This attack was in direct response to the Israeli assassination of the PIJ member Iyad Hardan, whom the bomber knew before entering the movement himself.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,An explosion took place at the Syrian intelligence center near Baalbek.  Two Syrians were slightly injured.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,A car bomb exploded in Hillah near a car dealer killing twelve people and wounding 32 others. The attack may have had sectarian motivations.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,A grenade was thrown at the Singapore Airlines office in Manila to protest the hanging of a Filipina maid in Singapore.  The Alex Boncayao Brigade (ABB) claimed responsibility.  There were no injuries.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,Naxalites of the People's War Group (PWG) blew up the office of the Accounts Officer of Andhra Pradesh Transco (the transportation sector of the Andhra Pradesh government) by planting dynamite in the building.  Motivation behind the attack is not provided and only part of the building was damaged in the attack.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"A bomb exploded inside a minibus as it drove through Sadr City, a Shiite area of Baghdad, killing six people and wounding eleven others.  Attacks on transportation networks are frequent in Iraq, however this attack likely also had sectarian motivations.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,A grenade was thrown into a tourist-filled restaurant in Istanbul by suspected Kurdish separatists.  The grenade failed to explode thus causing no injuries.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,"Insurgents shot and killed Wathiq Yunis, the local head of the Turkmen Front, a political party.  Yunis' three bodyguards were also killed.  Attacks on government leaders are frequent in Iraq.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"A suicide bomber detonated his vehicle near a convoy carrying Westerners on Baghdad's airport road. The convoy was part of the convoy of US NGO National Democratic Institute, which may have been the target of the attack. Two westerners, a Brazilian, and an Iraqi civilian were killed in the attack. Among those killed were an American humanitarian worker, Maria Ruzicka, founder of the Campaign for Innocent Victims in Conflict and her driver. A French National and Brazilian citizen who worked for Unity Resources Group LLC  as security guards were also killed in the attack. Three Westerners and three Iraqis were also wounded in the attack.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"Four letter bombs were found at the Washington, DC offices of Al-Hayat, a London-based Saudi Arabian newspaper.  The plastic explosive bombs were sent inside musical Christmas cards and were postmarked from Egypt.  Two arrived in the morning mail and then two more arrived in the afternoon mail.  The National Press Building, which houses the Al-Hayat offices, was evacuated and searched.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
